series,title,summary,overall_design,relation,n_samples,platform_id,is_superseries
GSE32226,Expression data for pharmacogenomics antiplatelet therapy,"Antiplatelet therapy is the most important treatment to reduce the risk of developing recurrent thrombosis, and to prevent progression to a complete occlusion of coronary arterial disease (CAD) patients after percutaneous coronary intervention",All patients were treated crhonically with acetylsalicylic acid (ASA) (100 mg/day) and clopidogrel (75 mg/day). Blood samples were drown before PCI to evaluate platelet reactivity by VerifyNow® ASA and P2Y12 assays and mRNA expression was measured by Affymetrix GeneChip Human Exon 1.0 ST array.,,26,GPL5175,0
GSE33377,Expression profiling of rheumatoid arthritis patients treated with anti-TNF,Expression profiles of anti-TNF responders were compared to profiles of anti-TNF non-responders in order to identify an expression signature for anti-TNF response,In total 42 patients were treated with anti-TNF. RNA was isoloated from white blood cells and anti-TNF responders (n=18) were compared to nonresponders (n=24) regarding expression profiles,,42,GPL5175,0
GSE33464,Expression data of multiple sclerosis patients receiving subcutaneous Interferon-beta-1a therapy [U133 Plus 2.0],"The purpose of this study was to characterize the transcriptional effects induced by subcutaneous IFN-beta-1a treatment (Rebif, 22 µg or 44 µg three times a week) in patients with relapsing-remitting form of multiple sclerosis (MS). By using Affymetrix DNA microarrays, we obtained genome-wide expression profiles of peripheral blood mononuclear cells from 12 MS patients within the first two years of IFN-beta administration.","EDTA blood samples were taken from all patients immediately before first and second IFN-beta injection as well as after 1 month, 1 year and 2 years. Total RNA of Ficoll-isolated peripheral blood mononuclear cells from each sample was extracted, labeled and hybridized to Affymetrix Human Genome U133 Plus 2.0 arrays to quantify the mRNA levels. This GEO entry provides the U133 Plus 2.0 microarray data.",,60,GPL14837,0
GSE34516,Brain transcriptomic profiling in idiopathic and LRRK2-associated Parkinson's disease,"LRRK2 mutations are the most common genetic cause of Parkinson’s disease (PD). We performed a whole-genome RNA profiling of locus coeruleus post-mortem tissue from idiopathic PD (IPD) and LRRK2-associated PD patients. The differentially expressed genes found in IPD and LRRK2-associated PD were involved in the gene ontology terms of synaptic transmission and neuron projection. In addition, in the IPD group we found associated genes belonging to the immune system. Pathway analysis of the differentially expressed genes in IPD was related with neuroactive-ligand receptor interaction and with immune system pathways. Specifically, the analysis highlighted differential expression of genes located in the chromosome 6p21.3 belonging to the class II HLA. Our findings support the hypothesis of a potential role of neuroinflammation and the involvement of the HLA genetic area in IPD pathogenesis. Future studies are necessary to shed light on the relation of immune system related pathways in the etiopathogenesis of PD.","Number of samples analyzed: 10 brain tissue (locus coeruleus). Control (C) samples, no pathological changes: C1, C2, C4, C5. Samples from idiopathic Parkinson's disease (IPD) patients: IPD1, IPD3, IPD4, IPD5. Samples from Parkinson's disease patients who are carriers of the G2019S LRRK2 mutation (MPD): MPD1, MPD2. No replicates.",,10,GPL5175,0
GSE36990,Gene expression profile of PBMCs in response to metreleptin treatment at different time points.,"we evaluated the modulation of gene expression profile in PBMCs from patients with hypotalamic amenorrhea. We have employed whole genome microarray expression profiling as a discovery platform to identify genes differentially expressed upon metreleptin treatment at different time points, week 12, 24 and 36.",Gene expression profile induced by metreleptin treatment in  PBMCs from hypotalamic amenorrhea subjects.,,114,GPL15395;GPL15396,0
GSE39754,Gene Expression profiling of Multiple Myeloma,Gene Expression profiling of 170 newly diagnosed Multiple Myeloma patients,Cells from Healthy donors and Multiple myeloma patients were profiled using  Affymetrix Exon-1.0 ST microarrays,,176,GPL5175,0
GSE40020,Gene expression characterization of HPV positive head and neck cancer to predict response to Chemoradiation,"Background: Human papillomavirus has been shown to have a causal role in the development of head and neck squamous cell carcinoma and represents a distinct and well-defined pathology. While HPV-positive HNSCC is associated with a better response to treatment and prognosis, a subset of patients do not respond favorably to current standard of care thus suffering unnecessary morbidity and delay to receive effective therapy.","HPV-positive head and neck squamous cell carcinoma (HNSCC) has a good prognosis with a large percentage of patients responding to therapy. However, a certain percentage of patients do not respond. Gene expression data from Affymetrix Human Exon 1.0ST microarrays was utilized to compare patients that responded to therapy with those that did not respond.",,19,GPL5175,0
GSE42763,Expression data of multiple sclerosis patients receiving glatiramer acetate therapy [U133 Plus 2.0],"The purpose of this study was to analyze the transcriptional effects induced by glatiramer acetate treatment (GA; Copaxone, 20 mg injected subcutaneously once daily) in blood monocytes of patients with relapsing-remitting form of multiple sclerosis (MS). By using Affymetrix DNA microarrays, we obtained genome-wide expression profiles of monocytes from 8 MS patients within the first two months of GA administration.","EDTA blood samples were taken from all patients immediately before first and second GA injection as well as after 1 week, 1 month and 2 months. Total RNA of CD14+ monocytes isolated by magnetic-activated cell sorting (MACS) from each sample was extracted, labeled and hybridized to Affymetrix Human Genome U133 Plus 2.0 arrays to quantify the mRNA levels. This GEO entry provides the U133 Plus 2.0 microarray data.",,37,GPL14837,0
GSE46280,Expression data of multiple sclerosis patients receiving Interferon-beta therapy [HG-U133_Plus_2],"The purpose of this study was to investigate the expression dynamics of mRNAs and microRNAs in response to subcutaneous IFN-beta-1b treatment (Betaferon, 250 µg every other day) in patients with clinically isolated syndrome (CIS) suggestive of multiple sclerosis (MS) or relapsing-remitting type of the disease (RRMS).","EDTA blood samples were taken from all patients immediately before first, second and third IFN-beta injection as well as after 1 month.",SubSeries of: GSE46293,24,GPL15445,0
GSE47994,"Tumor-infiltrating lymphocytes, prognosis and trastuzumab benefit in early-stage breast cancer patients from the FinHER trial",The clinical relevance of tumor infiltrating lymphocytes (TILs) in breast cancer (BC) is not firmly established. We aimed to validate previous prognostic findings in triple negative breast cancer (TNBC) and investigate predictive associations with trastuzumab benefit in HER2 overexpressing disease (HER2+).,"The Finland Herceptin (FinHER) trial (doi.org/10.1186/ISRCTN76560285) was an adjuvant, phase III study enrolling 1010 early-stage BC patients. Those with HER2+ disease (n=232) were randomized to 9 weeks of trastuzumab or no trastuzumab in addition to chemotherapy. Two pathologists independently quantified TILs from the 935 (92.6%) available slides. Distant disease-free survival (DDFS), overall survival (OS), and interactions with trastuzumab were studied.   During the FinHER trial, primary breast cancer specimens were collected from women who had undergone mastectomy or breast-conserving surgery and preserved as formalin-fixed paraffin-embedded (FFPE) tissue blocks. RNA extracted from FFPE specimens with Qiagen's miRNeasy FFPE Kit was processed with SensationPlusTM FFPE Amplification and 3'IVT Labeling Kit. Gene expression profiles were derived from the processed RNA using the PrimeView Human Genome U219 Array Plate on the GeneTitanTM instrument.",,337,GPL13667,0
